# Engine name: 
# Sat May 25 10:25:08 2019
#
#************************************************************************************************************************************************************************************
# Results of nested analysis
#------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
# Ratio, O/F     pc, psi  Nozzle inl  Nozzle exi  rho, kg/m^       Tc, K           M       gamma           k     c*, m/s   Is opt, s   Is vac, s      Cf opt      Cf vac    c.factor 
#------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
     2.9000    690.0000      0.0000      1.0000    708.0658   3390.2944     20.0225      1.1672      1.1416   1826.7260    283.4045    311.9973      1.5645      1.7150      0.9579 
     2.9000    700.0000      0.0000      1.0000    708.0658   3391.7746     20.0253      1.1673      1.1418   1827.1932    283.8587    312.3391      1.5666      1.7165      0.9580 
     2.9000    710.0000      0.0000      1.0000    708.0658   3393.2322     20.0281      1.1673      1.1419   1827.6534    284.3051    312.6752      1.5686      1.7179      0.9581 
     2.9000    720.0000      0.0000      1.0000    708.0658   3394.6678     20.0308      1.1673      1.1420   1828.1067    284.7438    313.0057      1.5706      1.7194      0.9582 
     2.9000    730.0000      0.0000      1.0000    708.0658   3396.0820     20.0335      1.1673      1.1421   1828.5534    285.1748    313.3305      1.5726      1.7208      0.9583 
     2.9000    740.0000      0.0000      1.0000    708.0658   3397.4754     20.0362      1.1673      1.1422   1828.9935    285.5986    313.6501      1.5745      1.7221      0.9585 
     2.9000    750.0000      0.0000      1.0000    708.0658   3398.8487     20.0388      1.1674      1.1423   1829.4273    286.0153    313.9645      1.5764      1.7235      0.9586 
     2.9000    760.0000      0.0000      1.0000    708.0658   3400.2023     20.0414      1.1674      1.1424   1829.8549    286.4253    314.2740      1.5783      1.7248      0.9587 
     2.9000    770.0000      0.0000      1.0000    708.0658   3401.5367     20.0440      1.1674      1.1425   1830.2766    286.8287    314.5787      1.5801      1.7261      0.9588 
     2.9000    780.0000      0.0000      1.0000    708.0658   3402.8526     20.0465      1.1674      1.1426   1830.6924    287.2258    314.8788      1.5819      1.7274      0.9589 
     2.9000    790.0000      0.0000      1.0000    708.0658   3404.1502     20.0490      1.1674      1.1427   1831.1025    287.6165    315.1742      1.5837      1.7286      0.9590 
     2.9000    800.0000      0.0000      1.0000    708.0658   3405.4302     20.0514      1.1675      1.1428   1831.5072    288.0011    315.4652      1.5854      1.7299      0.9591 
     2.9500    150.0000      0.0000      1.0000    711.1482   3239.2317     19.8728      1.1668      1.1292   1772.2564    224.1379    268.9692      1.2809      1.5204      0.9452 
     2.9500    160.0000      0.0000      1.0000    711.1482   3246.5761     19.8867      1.1668      1.1296   1774.5735    227.1677    271.1071      1.2961      1.5307      0.9457 
     2.9500    170.0000      0.0000      1.0000    711.1482   3253.4681     19.8997      1.1668      1.1300   1776.7452    229.9656    273.0922      1.3101      1.5402      0.9462 
     2.9500    180.0000      0.0000      1.0000    711.1482   3259.9594     19.9120      1.1668      1.1303   1778.7884    232.5602    274.9412      1.3230      1.5490      0.9467 
     2.9500    190.0000      0.0000      1.0000    711.1482   3266.0931     19.9236      1.1668      1.1307   1780.7170    234.9785    276.6717      1.3350      1.5572      0.9471 
     2.9500    200.0000      0.0000      1.0000    711.1482   3271.9058     19.9346      1.1668      1.1310   1782.5429    237.2406    278.2960      1.3462      1.5649      0.9475 
     2.9500    210.0000      0.0000      1.0000    711.1482   3277.4288     19.9450      1.1668      1.1313   1784.2763    239.3635    279.8251      1.3567      1.5721      0.9479 
     2.9500    220.0000      0.0000      1.0000    711.1482   3282.6889     19.9550      1.1668      1.1316   1785.9259    241.3622    281.2685      1.3665      1.5789      0.9483 
     2.9500    230.0000      0.0000      1.0000    711.1482   3287.7095     19.9645      1.1668      1.1319   1787.4992    243.2499    282.6353      1.3758      1.5853      0.9486 
     2.9500    240.0000      0.0000      1.0000    711.1482   3292.5110     19.9736      1.1669      1.1322   1789.0027    245.0366    283.9318      1.3845      1.5914      0.9490 
     2.9500    250.0000      0.0000      1.0000    711.1482   3297.1112     19.9824      1.1669      1.1325   1790.4423    246.7317    285.1643      1.3928      1.5971      0.9493 
     2.9500    260.0000      0.0000      1.0000    711.1482   3301.5260     19.9908      1.1669      1.1327   1791.8231    248.3445    286.3393      1.4006      1.6026      0.9496 
     2.9500    270.0000      0.0000      1.0000    711.1482   3305.7693     19.9988      1.1669      1.1330   1793.1494    249.8814    287.4610      1.4081      1.6077      0.9499 
     2.9500    280.0000      0.0000      1.0000    711.1482   3309.8536     20.0066      1.1669      1.1332   1794.4254    251.3482    288.5332      1.4152      1.6127      0.9502 
     2.9500    290.0000      0.0000      1.0000    711.1482   3313.7901     20.0141      1.1669      1.1335   1795.6546    252.7502    289.5594      1.4220      1.6174      0.9505 
     2.9500    300.0000      0.0000      1.0000    711.1482   3317.5888     20.0214      1.1669      1.1337   1796.8403    254.0923    290.5429      1.4284      1.6219      0.9508 
     2.9500    310.0000      0.0000      1.0000    711.1482   3321.2587     20.0284      1.1670      1.1339   1797.9853    255.3800    291.4880      1.4346      1.6262      0.9511 
     2.9500    320.0000      0.0000      1.0000    711.1482   3324.8081     20.0351      1.1670      1.1341   1799.0922    256.6167    292.3967      1.4406      1.6304      0.9513 
     2.9500    330.0000      0.0000      1.0000    711.1482   3328.2444     20.0417      1.1670      1.1343   1800.1634    257.8056    293.2713      1.4463      1.6343      0.9516 
     2.9500    340.0000      0.0000      1.0000    711.1482   3331.5744     20.0480      1.1670      1.1346   1801.2012    258.9499    294.1139      1.4517      1.6382      0.9518 
     2.9500    350.0000      0.0000      1.0000    711.1482   3334.8042     20.0542      1.1670      1.1347   1802.2074    260.0524    294.9265      1.4570      1.6418      0.9521 
     2.9500    360.0000      0.0000      1.0000    711.1482   3337.9395     20.0602      1.1670      1.1349   1803.1839    261.1161    295.7113      1.4621      1.6454      0.9523 
     2.9500    370.0000      0.0000      1.0000    711.1482   3340.9856     20.0660      1.1670      1.1351   1804.1364    262.1433    296.4699      1.4669      1.6488      0.9525 
     2.9500    380.0000      0.0000      1.0000    711.1482   3343.9471     20.0717      1.1671      1.1353   1805.0417    263.1361    297.2036      1.4717      1.6521      0.9528 
     2.9500    390.0000      0.0000      1.0000    711.1482   3346.8285     20.0772      1.1671      1.1355   1805.9507    264.0967    297.9142      1.4762      1.6553      0.9530 
     2.9500    400.0000      0.0000      1.0000    711.1482   3349.6339     20.0826      1.1671      1.1357   1806.8236    265.0269    298.6029      1.4806      1.6584      0.9532 
     2.9500    410.0000      0.0000      1.0000    711.1482   3352.3670     20.0878      1.1671      1.1358   1807.6737    265.9292    299.2717      1.4849      1.6614      0.9534 
     2.9500    420.0000      0.0000      1.0000    711.1482   3355.0313     20.0929      1.1671      1.1360   1808.5023    266.8044    299.9209      1.4890      1.6643      0.9536 
     2.9500    430.0000      0.0000      1.0000    711.1482   3357.6302     20.0979      1.1671      1.1362   1809.3104    267.6538    300.5515      1.4930      1.6671      0.9538 
     2.9500    440.0000      0.0000      1.0000    711.1482   3360.1666     20.1027      1.1671      1.1363   1810.0989    268.4787    301.1643      1.4969      1.6698      0.9540 
     2.9500    450.0000      0.0000      1.0000    711.1482   3362.6433     20.1075      1.1672      1.1365   1810.8687    269.2805    301.7604      1.5007      1.6724      0.9542 
     2.9500    460.0000      0.0000      1.0000    711.1482   3365.0631     20.1121      1.1672      1.1366   1811.6207    270.0602    302.3405      1.5043      1.6750      0.9544 
     2.9500    470.0000      0.0000      1.0000    711.1482   3367.4283     20.1167      1.1672      1.1368   1812.3557    270.8189    302.9053      1.5079      1.6775      0.9546 
     2.9500    480.0000      0.0000      1.0000    711.1482   3369.7412     20.1211      1.1672      1.1369   1813.0743    271.5578    303.4558      1.5113      1.6799      0.9547 
     2.9500    490.0000      0.0000      1.0000    711.1482   3372.0041     20.1255      1.1672      1.1371   1813.7773    272.2775    303.9924      1.5147      1.6823      0.9549 
     2.9500    500.0000      0.0000      1.0000    711.1482   3374.2190     20.1297      1.1672      1.1372   1814.4653    272.9791    304.5157      1.5180      1.6846      0.9551 
     2.9500    510.0000      0.0000      1.0000    711.1482   3376.3878     20.1339      1.1672      1.1374   1815.1389    273.6632    305.0264      1.5211      1.6868      0.9552 
     2.9500    520.0000      0.0000      1.0000    711.1482   3378.5123     20.1380      1.1673      1.1375   1815.7987    274.3309    305.5251      1.5242      1.6890      0.9554 
     2.9500    530.0000      0.0000      1.0000    711.1482   3380.5942     20.1420      1.1673      1.1376   1816.4452    274.9830    306.0126      1.5273      1.6911      0.9556 
     2.9500    540.0000      0.0000      1.0000    711.1482   3382.6351     20.1459      1.1673      1.1378   1817.0790    275.6200    306.4890      1.5302      1.6932      0.9557 
     2.9500    550.0000      0.0000      1.0000    711.1482   3384.6365     20.1497      1.1673      1.1379   1817.7004    276.2423    306.9548      1.5331      1.6953      0.9559 
     2.9500    560.0000      0.0000      1.0000    711.1482   3386.5999     20.1535      1.1673      1.1380   1818.3100    276.8505    307.4103      1.5359      1.6972      0.9560 
     2.9500    570.0000      0.0000      1.0000    711.1482   3388.5266     20.1572      1.1673      1.1381   1818.9082    277.4454    307.8560      1.5387      1.6992      0.9562 
     2.9500    580.0000      0.0000      1.0000    711.1482   3390.4179     20.1609      1.1674      1.1383   1819.4953    278.0277    308.2927      1.5414      1.7011      0.9563 
     2.9500    590.0000      0.0000      1.0000    711.1482   3392.2751     20.1645      1.1674      1.1384   1820.0718    278.5976    308.7203      1.5440      1.7029      0.9565 
     2.9500    600.0000      0.0000      1.0000    711.1482   3394.0992     20.1680      1.1674      1.1385   1820.6381    279.1555    309.1391      1.5466      1.7047      0.9566 
     2.9500    610.0000      0.0000      1.0000    711.1482   3395.8915     20.1714      1.1674      1.1386   1821.1945    279.7021    309.5497      1.5491      1.7065      0.9568 
     2.9500    620.0000      0.0000      1.0000    711.1482   3397.6529     20.1748      1.1674      1.1387   1821.7412    280.2376    309.9521      1.5515      1.7083      0.9569 
     2.9500    630.0000      0.0000      1.0000    711.1482   3399.3844     20.1782      1.1674      1.1388   1822.2787    280.7623    310.3468      1.5540      1.7100      0.9570 
     2.9500    640.0000      0.0000      1.0000    711.1482   3401.0870     20.1814      1.1674      1.1390   1822.8072    281.2768    310.7338      1.5563      1.7116      0.9572 
     2.9500    650.0000      0.0000      1.0000    711.1482   3402.7616     20.1847      1.1675      1.1391   1823.3270    281.7813    311.1135      1.5586      1.7133      0.9573 
     2.9500    660.0000      0.0000      1.0000    711.1482   3404.4091     20.1878      1.1675      1.1392   1823.8384    282.2762    311.4862      1.5609      1.7149      0.9574 
     2.9500    670.0000      0.0000      1.0000    711.1482   3406.0303     20.1910      1.1675      1.1393   1824.3416    282.7617    311.8521      1.5631      1.7164      0.9576 
     2.9500    680.0000      0.0000      1.0000    711.1482   3407.6259     20.1941      1.1675      1.1394   1824.8369    283.2384    312.2114      1.5653      1.7180      0.9577 
     2.9500    690.0000      0.0000      1.0000    711.1482   3409.1968     20.1971      1.1675      1.1395   1825.3245    283.7064    312.5644      1.5674      1.7195      0.9578 
     2.9500    700.0000      0.0000      1.0000    711.1482   3410.7436     20.2001      1.1675      1.1396   1825.8047    284.1663    312.9115      1.5695      1.7210      0.9579 
     2.9500    710.0000      0.0000      1.0000    711.1482   3412.2671     20.2030      1.1675      1.1397   1826.2776    284.6181    313.2526      1.5716      1.7224      0.9581 
     2.9500    720.0000      0.0000      1.0000    711.1482   3413.7679     20.2059      1.1675      1.1398   1826.7435    285.0619    313.5879      1.5736      1.7239      0.9582 
     2.9500    730.0000      0.0000      1.0000    711.1482   3415.2466     20.2088      1.1676      1.1399   1827.2026    285.4982    313.9176      1.5756      1.7253      0.9583 
     2.9500    740.0000      0.0000      1.0000    711.1482   3416.7039     20.2116      1.1676      1.1400   1827.6550    285.9271    314.2419      1.5775      1.7267      0.9584 
     2.9500    750.0000      0.0000      1.0000    711.1482   3418.1403     20.2144      1.1676      1.1401   1828.1010    286.3490    314.5611      1.5795      1.7280      0.9585 
     2.9500    760.0000      0.0000      1.0000    711.1482   3419.5564     20.2171      1.1676      1.1402   1828.5407    286.7640    314.8752      1.5813      1.7294      0.9587 
     2.9500    770.0000      0.0000      1.0000    711.1482   3420.9527     20.2198      1.1676      1.1403   1828.9742    287.1724    315.1845      1.5832      1.7307      0.9588 
     2.9500    780.0000      0.0000      1.0000    711.1482   3422.3298     20.2225      1.1676      1.1404   1829.4018    287.5743    315.4890      1.5850      1.7320      0.9589 
     2.9500    790.0000      0.0000      1.0000    711.1482   3423.6882     20.2251      1.1676      1.1405   1829.8236    287.9698    315.7888      1.5868      1.7332      0.9590 
     2.9500    800.0000      0.0000      1.0000    711.1482   3425.0282     20.2277      1.1677      1.1406   1830.2397    288.3591    316.0839      1.5886      1.7345      0.9591 
     3.0000    150.0000      0.0000      1.0000    714.1795   3250.6649     20.0288      1.1679      1.1278   1769.3242    223.8601    268.8004      1.2815      1.5220      0.9452 
     3.0000    160.0000      0.0000      1.0000    714.1795   3258.1899     20.0431      1.1679      1.1282   1771.6761    226.9023    270.9624      1.2968      1.5324      0.9457 
     3.0000    170.0000      0.0000      1.0000    714.1795   3265.2547     20.0566      1.1678      1.1286   1773.8813    229.7124    272.9706      1.3108      1.5420      0.9462 
     3.0000    180.0000      0.0000      1.0000    714.1795   3271.9116     20.0693      1.1678      1.1289   1775.9565    232.3193    274.8422      1.3238      1.5510      0.9466 
     3.0000    190.0000      0.0000      1.0000    714.1795   3278.2046     20.0813      1.1678      1.1292   1777.9159    234.7502    276.5947      1.3359      1.5593      0.9470 
     3.0000    200.0000      0.0000      1.0000    714.1795   3284.1706     20.0927      1.1678      1.1296   1779.7716    237.0246    278.2404      1.3471      1.5671      0.9474 
     3.0000    210.0000      0.0000      1.0000    714.1795   3289.8415     20.1036      1.1678      1.1299   1781.5337    239.1599    279.7901      1.3577      1.5744      0.9478 
     3.0000    220.0000      0.0000      1.0000    714.1795   3295.2447     20.1139      1.1678      1.1302   1783.2111    241.1708    281.2535      1.3676      1.5813      0.9482 
     3.0000    230.0000      0.0000      1.0000    714.1795   3300.4037     20.1238      1.1678      1.1304   1784.8113    243.0709    282.6398      1.3769      1.5878      0.9486 
     3.0000    240.0000      0.0000      1.0000    714.1795   3305.3394     20.1333      1.1678      1.1307   1786.3409    244.8696    283.9550      1.3857      1.5939      0.9489 
     3.0000    250.0000      0.0000      1.0000    714.1795   3310.0699     20.1423      1.1678      1.1310   1787.8059    246.5770    285.2059      1.3941      1.5997      0.9492 
     3.0000    260.0000      0.0000      1.0000    714.1795   3314.6112     20.1511      1.1678      1.1312   1789.2112    248.2016    286.3985      1.4020      1.6053      0.9496 
     3.0000    270.0000      0.0000      1.0000    714.1795   3318.9776     20.1595      1.1678      1.1314   1790.5616    249.7501    287.5372      1.4095      1.6105      0.9499 
     3.0000    280.0000      0.0000      1.0000    714.1795   3323.1817     20.1675      1.1678      1.1317   1791.8609    251.2283    288.6257      1.4166      1.6155      0.9502 
     3.0000    290.0000      0.0000      1.0000    714.1795   3327.2350     20.1753      1.1678      1.1319   1793.1129    252.6414    289.6676      1.4235      1.6203      0.9505 
     3.0000    300.0000      0.0000      1.0000    714.1795   3331.1477     20.1829      1.1678      1.1321   1794.3207    253.9947    290.6666      1.4300      1.6249      0.9507 
     3.0000    310.0000      0.0000      1.0000    714.1795   3334.9289     20.1901      1.1678      1.1323   1795.4874    255.2935    291.6266      1.4362      1.6293      0.9510 
     3.0000    320.0000      0.0000      1.0000    714.1795   3338.5869     20.1972      1.1678      1.1325   1796.6155    256.5408    292.5496      1.4422      1.6335      0.9513 
     3.0000    330.0000      0.0000      1.0000    714.1795   3342.1295     20.2040      1.1678      1.1327   1797.7074    257.7402    293.4380      1.4480      1.6375      0.9515 
     3.0000    340.0000      0.0000      1.0000    714.1795   3345.5634     20.2107      1.1678      1.1329   1798.7654    258.8947    294.2939      1.4535      1.6414      0.9518 
     3.0000    350.0000      0.0000      1.0000    714.1795   3348.8950     20.2171      1.1678      1.1331   1799.7914    260.0074    295.1194      1.4588      1.6451      0.9520 
     3.0000    360.0000      0.0000      1.0000    714.1795   3352.1299     20.2233      1.1678      1.1333   1800.7873    261.0810    295.9167      1.4639      1.6487      0.9523 
     3.0000    370.0000      0.0000      1.0000    714.1795   3355.2736     20.2294      1.1678      1.1335   1801.7547    262.1180    296.6874      1.4688      1.6522      0.9525 
     3.0000    380.0000      0.0000      1.0000    714.1795   3358.3309     20.2353      1.1678      1.1336   1802.6952    263.1203    297.4329      1.4736      1.6556      0.9527 
     3.0000    390.0000      0.0000      1.0000    714.1795   3361.3063     20.2411      1.1678      1.1338   1803.6101    264.0902    298.1548      1.4782      1.6588      0.9529 
     3.0000    400.0000      0.0000      1.0000    714.1795   3364.2039     20.2467      1.1678      1.1340   1804.5009    265.0302    298.8550      1.4826      1.6619      0.9531 
     3.0000    410.0000      0.0000      1.0000    714.1795   3367.0275     20.2521      1.1679      1.1341   1805.3687    265.9416    299.5346      1.4870      1.6650      0.9533 
     3.0000    420.0000      0.0000      1.0000    714.1795   3369.7809     20.2575      1.1679      1.1343   1806.2145    266.8256    300.1942      1.4911      1.6679      0.9535 
     3.0000    430.0000      0.0000      1.0000    714.1795   3372.4671     20.2627      1.1679      1.1345   1807.0396    267.6837    300.8348      1.4952      1.6708      0.9537 
     3.0000    440.0000      0.0000      1.0000    714.1795   3375.0895     20.2677      1.1679      1.1346   1807.8448    268.5172    301.4575      1.4991      1.6735      0.9539 
     3.0000    450.0000      0.0000      1.0000    714.1795   3377.6508     20.2727      1.1679      1.1348   1808.6311    269.3274    302.0631      1.5029      1.6762      0.9541 
     3.0000    460.0000      0.0000      1.0000    714.1795   3380.1537     20.2776      1.1679      1.1349   1809.3992    270.1153    302.6524      1.5066      1.6788      0.9543 
     3.0000    470.0000      0.0000      1.0000    714.1795   3382.6007     20.2823      1.1679      1.1350   1810.1501    270.8821    303.2263      1.5102      1.6813      0.9545 
     3.0000    480.0000      0.0000      1.0000    714.1795   3384.9943     20.2870      1.1679      1.1352   1810.8844    271.6289    303.7855      1.5136      1.6838      0.9547 
     3.0000    490.0000      0.0000      1.0000    714.1795   3387.3366     20.2915      1.1679      1.1353   1811.6027    272.3564    304.3306      1.5170      1.6862      0.9549 
     3.0000    500.0000      0.0000      1.0000    714.1795   3389.6296     20.2959      1.1679      1.1354   1812.3059    273.0656    304.8622      1.5203      1.6885      0.9550 
     3.0000    510.0000      0.0000      1.0000    714.1795   3391.8755     20.3003      1.1679      1.1356   1812.9945    273.7572    305.3810      1.5236      1.6908      0.9552 
     3.0000    520.0000      0.0000      1.0000    714.1795   3394.0759     20.3046      1.1679      1.1357   1813.6690    274.4326    305.8879      1.5267      1.6930      0.9554 
     3.0000    530.0000      0.0000      1.0000    714.1795   3396.2327     20.3088      1.1679      1.1358   1814.3300    275.0920    306.3831      1.5298      1.6952      0.9555 
     3.0000    540.0000      0.0000      1.0000    714.1795   3398.3474     20.3129      1.1679      1.1360   1814.9780    275.7360    306.8670      1.5327      1.6973      0.9557 
     3.0000    550.0000      0.0000      1.0000    714.1795   3400.4217     20.3169      1.1679      1.1361   1815.6136    276.3653    307.3400      1.5357      1.6994      0.9558 
     3.0000    560.0000      0.0000      1.0000    714.1795   3402.4569     20.3209      1.1679      1.1362   1816.2370    276.9804    307.8027      1.5385      1.7014      0.9560 
     3.0000    570.0000      0.0000      1.0000    714.1795   3404.4546     20.3248      1.1679      1.1363   1816.8489    277.5823    308.2556      1.5413      1.7033      0.9561 
     3.0000    580.0000      0.0000      1.0000    714.1795   3406.4159     20.3286      1.1679      1.1364   1817.4496    278.1712    308.6991      1.5440      1.7053      0.9563 
     3.0000    590.0000      0.0000      1.0000    714.1795   3408.3422     20.3323      1.1680      1.1366   1818.0395    278.7476    309.1334      1.5467      1.7071      0.9564 
     3.0000    600.0000      0.0000      1.0000    714.1795   3410.2346     20.3360      1.1680      1.1367   1818.6189    279.3121    309.5589      1.5492      1.7090      0.9566 
     3.0000    610.0000      0.0000      1.0000    714.1795   3412.0942     20.3396      1.1680      1.1368   1819.1883    279.8650    309.9758      1.5518      1.7108      0.9567 
     3.0000    620.0000      0.0000      1.0000    714.1795   3413.9222     20.3432      1.1680      1.1369   1819.7479    280.4066    310.3844      1.5543      1.7125      0.9569 
     3.0000    630.0000      0.0000      1.0000    714.1795   3415.7196     20.3467      1.1680      1.1370   1820.2981    280.9375    310.7851      1.5567      1.7143      0.9570 
     3.0000    640.0000      0.0000      1.0000    714.1795   3417.4872     20.3502      1.1680      1.1371   1820.8391    281.4579    311.1781      1.5591      1.7160      0.9571 
     3.0000    650.0000      0.0000      1.0000    714.1795   3419.2261     20.3535      1.1680      1.1372   1821.3713    281.9683    311.5637      1.5614      1.7176      0.9573 
     3.0000    660.0000      0.0000      1.0000    714.1795   3420.9372     20.3569      1.1680      1.1373   1821.8949    282.4689    311.9420      1.5637      1.7192      0.9574 
     3.0000    670.0000      0.0000      1.0000    714.1795   3422.6212     20.3602      1.1680      1.1374   1822.4102    282.9602    312.3135      1.5660      1.7208      0.9575 
     3.0000    680.0000      0.0000      1.0000    714.1795   3424.2790     20.3634      1.1680      1.1375   1822.9175    283.4426    312.6784      1.5682      1.7224      0.9576 
     3.0000    690.0000      0.0000      1.0000    714.1795   3425.9113     20.3666      1.1680      1.1376   1823.4169    283.9164    313.0370      1.5703      1.7239      0.9578 
     3.0000    700.0000      0.0000      1.0000    714.1795   3427.5190     20.3697      1.1680      1.1377   1823.9088    284.3817    313.3893      1.5724      1.7254      0.9579 
     3.0000    710.0000      0.0000      1.0000    714.1795   3429.1026     20.3728      1.1680      1.1378   1824.3933    284.8388    313.7356      1.5745      1.7269      0.9580 
     3.0000    720.0000      0.0000      1.0000    714.1795   3430.6629     20.3759      1.1680      1.1379   1824.8706    285.2879    314.0760      1.5766      1.7284      0.9581 
     3.0000    730.0000      0.0000      1.0000    714.1795   3432.2006     20.3789      1.1681      1.1380   1825.3409    285.7294    314.4107      1.5786      1.7298      0.9583 
     3.0000    740.0000      0.0000      1.0000    714.1795   3433.7162     20.3818      1.1681      1.1381   1825.8045    286.1636    314.7400      1.5805      1.7312      0.9584 
     3.0000    750.0000      0.0000      1.0000    714.1795   3435.2103     20.3847      1.1681      1.1382   1826.2616    286.5907    315.0642      1.5825      1.7326      0.9585 
     3.0000    760.0000      0.0000      1.0000    714.1795   3436.6836     20.3876      1.1681      1.1383   1826.7247    287.0108    315.3831      1.5844      1.7339      0.9586 
     3.0000    770.0000      0.0000      1.0000    714.1795   3438.1365     20.3905      1.1681      1.1384   1827.1605    287.4241    315.6971      1.5862      1.7352      0.9587 
     3.0000    780.0000      0.0000      1.0000    714.1795   3439.5697     20.3933      1.1681      1.1384   1827.5903    287.8308    316.0061      1.5881      1.7365      0.9588 
     3.0000    790.0000      0.0000      1.0000    714.1795   3440.9835     20.3960      1.1681      1.1385   1828.0142    288.2310    316.3103      1.5899      1.7378      0.9589 
     3.0000    800.0000      0.0000      1.0000    714.1795   3442.3785     20.3988      1.1681      1.1386   1828.4539    288.6250    316.6099      1.5917      1.7391      0.9590 
     3.0500    150.0000      0.0000      1.0000    717.1610   3260.6460     20.1808      1.1690      1.1266   1766.0939    223.5326    268.5527      1.2820      1.5234      0.9451 
     3.0500    160.0000      0.0000      1.0000    717.1610   3268.3306     20.1955      1.1690      1.1270   1768.4754    226.5847    270.7361      1.2974      1.5339      0.9456 
     3.0500    170.0000      0.0000      1.0000    717.1610   3275.5482     20.2094      1.1690      1.1273   1770.7088    229.4046    272.7650      1.3115      1.5436      0.9461 
     3.0500    180.0000      0.0000      1.0000    717.1610   3282.3518     20.2225      1.1690      1.1277   1772.8113    232.0217    274.6569      1.3245      1.5527      0.9466 
     3.0500    190.0000      0.0000      1.0000    717.1610   3288.7857     20.2350      1.1689      1.1280   1774.7971    234.4630    276.4296      1.3367      1.5611      0.9470 
     3.0500    200.0000      0.0000      1.0000    717.1610   3294.8877     20.2467      1.1689      1.1283   1776.6781    236.7478    278.0947      1.3480      1.5690      0.9474 
     3.0500    210.0000      0.0000      1.0000    717.1610   3300.6898     20.2579      1.1689      1.1286   1778.4648    238.8937    279.6637      1.3586      1.5764      0.9478 
     3.0500    220.0000      0.0000      1.0000    717.1610   3306.2198     20.2686      1.1689      1.1289   1780.1660    240.9152    281.1458      1.3686      1.5834      0.9482 
     3.0500    230.0000      0.0000      1.0000    717.1610   3311.5017     20.2789      1.1689      1.1291   1781.7892    242.8258    282.5505      1.3779      1.5900      0.9485 
     3.0500    240.0000      0.0000      1.0000    717.1610   3316.5566     20.2886      1.1689      1.1294   1783.3413    244.6351    283.8834      1.3868      1.5962      0.9489 
     3.0500    250.0000      0.0000      1.0000    717.1610   3321.4027     20.2980      1.1688      1.1296   1784.8280    246.3532    285.1519      1.3952      1.6021      0.9492 
     3.0500    260.0000      0.0000      1.0000    717.1610   3326.0565     20.3071      1.1688      1.1299   1786.2546    247.9884    286.3614      1.4032      1.6077      0.9495 
     3.0500    270.0000      0.0000      1.0000    717.1610   3330.5324     20.3158      1.1688      1.1301   1787.6256    249.5473    287.5165      1.4107      1.6131      0.9498 
     3.0500    280.0000      0.0000      1.0000    717.1610   3334.8432     20.3241      1.1688      1.1303   1788.9450    251.0356    288.6208      1.4179      1.6182      0.9501 
     3.0500    290.0000      0.0000      1.0000    717.1610   3339.0005     20.3322      1.1688      1.1305   1790.2167    252.4588    289.6780      1.4248      1.6230      0.9504 
     3.0500    300.0000      0.0000      1.0000    717.1610   3343.0146     20.3400      1.1688      1.1307   1791.4437    253.8224    290.6923      1.4314      1.6277      0.9507 
     3.0500    310.0000      0.0000      1.0000    717.1610   3346.8949     20.3476      1.1688      1.1309   1792.6291    255.1311    291.6669      1.4377      1.6321      0.9510 
     3.0500    320.0000      0.0000      1.0000    717.1610   3350.6498     20.3549      1.1688      1.1311   1793.7755    256.3882    292.6041      1.4437      1.6364      0.9512 
     3.0500    330.0000      0.0000      1.0000    717.1610   3354.2871     20.3619      1.1688      1.1313   1794.8854    257.5972    293.5061      1.4495      1.6405      0.9515 
     3.0500    340.0000      0.0000      1.0000    717.1610   3357.8138     20.3688      1.1688      1.1315   1795.9610    258.7612    294.3752      1.4551      1.6444      0.9517 
     3.0500    350.0000      0.0000      1.0000    717.1610   3361.2362     20.3755      1.1688      1.1317   1797.0042    259.8833    295.2138      1.4605      1.6482      0.9520 
     3.0500    360.0000      0.0000      1.0000    717.1610   3364.5601     20.3820      1.1688      1.1319   1798.0170    260.9662    296.0236      1.4656      1.6519      0.9522 
     3.0500    370.0000      0.0000      1.0000    717.1610   3367.7911     20.3883      1.1688      1.1320   1799.0010    262.0122    296.8065      1.4706      1.6554      0.9524 
     3.0500    380.0000      0.0000      1.0000    717.1610   3370.9339     20.3944      1.1687      1.1322   1799.9577    263.0236    297.5639      1.4754      1.6588      0.9527 
     3.0500    390.0000      0.0000      1.0000    717.1610   3373.9933     20.4004      1.1687      1.1323   1800.8886    264.0025    298.2974      1.4800      1.6621      0.9529 
     3.0500    400.0000      0.0000      1.0000    717.1610   3376.9734     20.4062      1.1687      1.1325   1801.7950    264.9515    299.0092      1.4845      1.6653      0.9531 
     3.0500    410.0000      0.0000      1.0000    717.1610   3379.8781     20.4119      1.1687      1.1327   1802.6781    265.8715    299.6997      1.4889      1.6684      0.9533 
     3.0500    420.0000      0.0000      1.0000    717.1610   3382.7110     20.4174      1.1687      1.1328   1803.5392    266.7640    300.3699      1.4931      1.6714      0.9535 
     3.0500    430.0000      0.0000      1.0000    717.1610   3385.4756     20.4228      1.1687      1.1330   1804.3791    267.6303    301.0208      1.4972      1.6743      0.9537 
     3.0500    440.0000      0.0000      1.0000    717.1610   3388.1749     20.4281      1.1687      1.1331   1805.1989    268.4720    301.6535      1.5011      1.6771      0.9539 
