# Engine name: 
# Sat May 25 10:25:08 2019
#
#************************************************************************************************************************************************************************************
# Results of nested analysis
#------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
# Ratio, O/F     pc, psi  Nozzle inl  Nozzle exi  rho, kg/m^       Tc, K           M       gamma           k     c*, m/s   Is opt, s   Is vac, s      Cf opt      Cf vac    c.factor 
#------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
     2.6000    710.0000      0.0000      1.0000    688.4216   3224.0948     18.8652      1.1734      1.1609   1822.5789    280.4247    307.1907      1.5511      1.6924      0.9581 
     2.6000    720.0000      0.0000      1.0000    688.4216   3225.0466     18.8669      1.1735      1.1611   1822.9430    280.8326    307.4944      1.5530      1.6937      0.9582 
     2.6000    730.0000      0.0000      1.0000    688.4216   3225.9829     18.8686      1.1736      1.1612   1823.3016    281.2335    307.7931      1.5549      1.6951      0.9583 
     2.6000    740.0000      0.0000      1.0000    688.4216   3226.9042     18.8702      1.1737      1.1613   1823.6548    281.6276    308.0868      1.5567      1.6964      0.9584 
     2.6000    750.0000      0.0000      1.0000    688.4216   3227.8108     18.8718      1.1737      1.1615   1824.0029    282.0152    308.3760      1.5586      1.6977      0.9585 
     2.6000    760.0000      0.0000      1.0000    688.4216   3228.7032     18.8734      1.1738      1.1616   1824.3460    282.3965    308.6606      1.5604      1.6989      0.9586 
     2.6000    770.0000      0.0000      1.0000    688.4216   3229.5818     18.8750      1.1739      1.1617   1824.6842    282.7717    308.9408      1.5621      1.7002      0.9588 
     2.6000    780.0000      0.0000      1.0000    688.4216   3230.4470     18.8765      1.1740      1.1619   1825.0177    283.1408    309.2167      1.5638      1.7014      0.9589 
     2.6000    790.0000      0.0000      1.0000    688.4216   3231.2991     18.8780      1.1740      1.1620   1825.3465    283.5041    309.4884      1.5656      1.7026      0.9590 
     2.6000    800.0000      0.0000      1.0000    688.4216   3232.1384     18.8795      1.1741      1.1621   1825.6708    283.8616    309.7560      1.5672      1.7038      0.9591 
     2.6500    150.0000      0.0000      1.0000    691.8397   3130.9928     18.8439      1.1645      1.1425   1780.0193    224.3296    267.9077      1.2758      1.5077      0.9453 
     2.6500    160.0000      0.0000      1.0000    691.8397   3136.7615     18.8541      1.1647      1.1431   1782.0077    227.2366    269.8668      1.2905      1.5172      0.9458 
     2.6500    170.0000      0.0000      1.0000    691.8397   3142.1520     18.8636      1.1649      1.1436   1783.8669    229.9169    271.6847      1.3040      1.5260      0.9462 
     2.6500    180.0000      0.0000      1.0000    691.8397   3147.2086     18.8726      1.1651      1.1442   1785.6123    232.3983    273.3768      1.3165      1.5342      0.9467 
     2.6500    190.0000      0.0000      1.0000    691.8397   3151.9681     18.8810      1.1653      1.1446   1787.2563    234.7049    274.9568      1.3280      1.5418      0.9471 
     2.6500    200.0000      0.0000      1.0000    691.8397   3156.4617     18.8889      1.1655      1.1451   1788.8098    236.8590    276.4390      1.3387      1.5489      0.9475 
     2.6500    210.0000      0.0000      1.0000    691.8397   3160.7159     18.8965      1.1657      1.1455   1790.2817    238.8777    277.8337      1.3488      1.5556      0.9479 
     2.6500    220.0000      0.0000      1.0000    691.8397   3164.7537     18.9036      1.1659      1.1460   1791.6800    240.7750    279.1492      1.3582      1.5618      0.9483 
     2.6500    230.0000      0.0000      1.0000    691.8397   3168.5947     18.9104      1.1661      1.1464   1793.0114    242.5638    280.3939      1.3671      1.5677      0.9487 
     2.6500    240.0000      0.0000      1.0000    691.8397   3172.2561     18.9169      1.1663      1.1468   1794.2817    244.2549    281.5743      1.3755      1.5733      0.9490 
     2.6500    250.0000      0.0000      1.0000    691.8397   3175.7531     18.9231      1.1664      1.1471   1795.4961    245.8579    282.6967      1.3834      1.5787      0.9493 
     2.6500    260.0000      0.0000      1.0000    691.8397   3179.0988     18.9291      1.1666      1.1475   1796.6591    247.3800    283.7654      1.3909      1.5837      0.9497 
     2.6500    270.0000      0.0000      1.0000    691.8397   3182.3050     18.9348      1.1667      1.1479   1797.7747    248.8289    284.7855      1.3980      1.5885      0.9500 
     2.6500    280.0000      0.0000      1.0000    691.8397   3185.3822     18.9402      1.1669      1.1482   1798.8465    250.2110    285.7613      1.4048      1.5931      0.9503 
     2.6500    290.0000      0.0000      1.0000    691.8397   3188.3397     18.9455      1.1671      1.1485   1799.8777    251.5316    286.6960      1.4112      1.5975      0.9506 
     2.6500    300.0000      0.0000      1.0000    691.8397   3191.1859     18.9506      1.1672      1.1488   1800.8711    252.7949    287.5922      1.4174      1.6017      0.9508 
     2.6500    310.0000      0.0000      1.0000    691.8397   3193.9284     18.9554      1.1673      1.1491   1801.8293    254.0052    288.4525      1.4233      1.6057      0.9511 
     2.6500    320.0000      0.0000      1.0000    691.8397   3196.5738     18.9601      1.1675      1.1494   1802.7545    255.1662    289.2794      1.4290      1.6095      0.9514 
     2.6500    330.0000      0.0000      1.0000    691.8397   3199.1284     18.9647      1.1676      1.1497   1803.6490    256.2821    290.0759      1.4344      1.6132      0.9516 
     2.6500    340.0000      0.0000      1.0000    691.8397   3201.5979     18.9691      1.1678      1.1500   1804.5326    257.3560    290.8440      1.4396      1.6168      0.9519 
     2.6500    350.0000      0.0000      1.0000    691.8397   3203.9872     18.9734      1.1679      1.1503   1805.3711    258.3903    291.5851      1.4446      1.6202      0.9521 
     2.6500    360.0000      0.0000      1.0000    691.8397   3206.3012     18.9775      1.1680      1.1505   1806.1841    259.3875    292.3008      1.4494      1.6235      0.9524 
     2.6500    370.0000      0.0000      1.0000    691.8397   3208.5440     18.9815      1.1681      1.1508   1806.9729    260.3498    292.9925      1.4541      1.6267      0.9526 
     2.6500    380.0000      0.0000      1.0000    691.8397   3210.7197     18.9854      1.1683      1.1510   1807.7389    261.2793    293.6618      1.4586      1.6298      0.9528 
     2.6500    390.0000      0.0000      1.0000    691.8397   3212.8318     18.9891      1.1684      1.1513   1808.4833    262.1784    294.3102      1.4629      1.6328      0.9530 
     2.6500    400.0000      0.0000      1.0000    691.8397   3214.8836     18.9928      1.1685      1.1515   1809.2073    263.0486    294.9387      1.4671      1.6357      0.9532 
     2.6500    410.0000      0.0000      1.0000    691.8397   3216.8783     18.9963      1.1686      1.1518   1809.9118    263.8915    295.5483      1.4712      1.6385      0.9534 
     2.6500    420.0000      0.0000      1.0000    691.8397   3218.8188     18.9998      1.1687      1.1520   1810.5980    264.7087    296.1402      1.4751      1.6412      0.9536 
     2.6500    430.0000      0.0000      1.0000    691.8397   3220.7076     19.0032      1.1688      1.1522   1811.2666    265.5016    296.7153      1.4789      1.6438      0.9538 
     2.6500    440.0000      0.0000      1.0000    691.8397   3222.5473     19.0065      1.1689      1.1524   1811.9185    266.2723    297.2751      1.4826      1.6464      0.9540 
     2.6500    450.0000      0.0000      1.0000    691.8397   3224.3402     19.0097      1.1690      1.1526   1812.5545    267.0211    297.8199      1.4862      1.6489      0.9542 
     2.6500    460.0000      0.0000      1.0000    691.8397   3226.0883     19.0128      1.1692      1.1528   1813.1753    267.7492    298.3502      1.4897      1.6513      0.9544 
     2.6500    470.0000      0.0000      1.0000    691.8397   3227.7938     19.0159      1.1693      1.1531   1813.7816    268.4575    298.8667      1.4930      1.6537      0.9546 
     2.6500    480.0000      0.0000      1.0000    691.8397   3229.4584     19.0188      1.1694      1.1533   1814.3740    269.1470    299.3700      1.4963      1.6559      0.9548 
     2.6500    490.0000      0.0000      1.0000    691.8397   3231.0840     19.0217      1.1695      1.1534   1814.9531    269.8185    299.8609      1.4995      1.6582      0.9549 
     2.6500    500.0000      0.0000      1.0000    691.8397   3232.6722     19.0246      1.1696      1.1536   1815.5195    270.4730    300.3398      1.5026      1.6603      0.9551 
     2.6500    510.0000      0.0000      1.0000    691.8397   3234.2245     19.0274      1.1697      1.1538   1816.0738    271.1111    300.8071      1.5057      1.6625      0.9553 
     2.6500    520.0000      0.0000      1.0000    691.8397   3235.7424     19.0301      1.1697      1.1540   1816.6163    271.7337    301.2637      1.5086      1.6645      0.9554 
     2.6500    530.0000      0.0000      1.0000    691.8397   3237.2273     19.0327      1.1698      1.1542   1817.1475    272.3414    301.7097      1.5115      1.6665      0.9556 
     2.6500    540.0000      0.0000      1.0000    691.8397   3238.6804     19.0353      1.1699      1.1544   1817.6680    272.9347    302.1456      1.5143      1.6685      0.9558 
     2.6500    550.0000      0.0000      1.0000    691.8397   3240.1030     19.0379      1.1700      1.1545   1818.1781    273.5143    302.5718      1.5171      1.6704      0.9559 
     2.6500    560.0000      0.0000      1.0000    691.8397   3241.4962     19.0404      1.1701      1.1547   1818.6782    274.0809    302.9888      1.5198      1.6723      0.9561 
     2.6500    570.0000      0.0000      1.0000    691.8397   3242.8611     19.0428      1.1702      1.1549   1819.1686    274.6352    303.3973      1.5224      1.6742      0.9562 
     2.6500    580.0000      0.0000      1.0000    691.8397   3244.1988     19.0452      1.1703      1.1551   1819.6497    275.1774    303.7972      1.5250      1.6760      0.9564 
     2.6500    590.0000      0.0000      1.0000    691.8397   3245.5102     19.0476      1.1704      1.1552   1820.1219    275.7079    304.1889      1.5275      1.6777      0.9565 
     2.6500    600.0000      0.0000      1.0000    691.8397   3246.7963     19.0499      1.1705      1.1554   1820.5855    276.2273    304.5727      1.5299      1.6795      0.9567 
     2.6500    610.0000      0.0000      1.0000    691.8397   3248.0578     19.0521      1.1705      1.1555   1821.0407    276.7359    304.9487      1.5323      1.6811      0.9568 
     2.6500    620.0000      0.0000      1.0000    691.8397   3249.2958     19.0544      1.1706      1.1557   1821.4878    277.2342    305.3176      1.5347      1.6828      0.9569 
     2.6500    630.0000      0.0000      1.0000    691.8397   3250.5109     19.0565      1.1707      1.1558   1821.9272    277.7229    305.6796      1.5370      1.6844      0.9571 
     2.6500    640.0000      0.0000      1.0000    691.8397   3251.7039     19.0587      1.1708      1.1560   1822.3590    278.2018    306.0347      1.5392      1.6860      0.9572 
     2.6500    650.0000      0.0000      1.0000    691.8397   3252.8756     19.0608      1.1709      1.1561   1822.7835    278.6715    306.3831      1.5414      1.6876      0.9573 
     2.6500    660.0000      0.0000      1.0000    691.8397   3254.0266     19.0629      1.1709      1.1563   1823.2010    279.1324    306.7254      1.5436      1.6891      0.9575 
     2.6500    670.0000      0.0000      1.0000    691.8397   3255.1576     19.0649      1.1710      1.1564   1823.6116    279.5845    307.0613      1.5457      1.6906      0.9576 
     2.6500    680.0000      0.0000      1.0000    691.8397   3256.2691     19.0669      1.1711      1.1566   1824.0156    280.0282    307.3913      1.5478      1.6921      0.9577 
     2.6500    690.0000      0.0000      1.0000    691.8397   3257.3619     19.0688      1.1712      1.1567   1824.4132    280.4639    307.7155      1.5498      1.6935      0.9579 
     2.6500    700.0000      0.0000      1.0000    691.8397   3258.4364     19.0708      1.1712      1.1569   1824.8045    280.8917    308.0341      1.5519      1.6949      0.9580 
     2.6500    710.0000      0.0000      1.0000    691.8397   3259.4933     19.0727      1.1713      1.1570   1825.1898    281.3119    308.3472      1.5538      1.6963      0.9581 
     2.6500    720.0000      0.0000      1.0000    691.8397   3260.5329     19.0745      1.1714      1.1571   1825.5692    281.7247    308.6550      1.5558      1.6977      0.9582 
     2.6500    730.0000      0.0000      1.0000    691.8397   3261.5559     19.0764      1.1715      1.1573   1825.9429    282.1304    308.9577      1.5576      1.6990      0.9583 
     2.6500    740.0000      0.0000      1.0000    691.8397   3262.5628     19.0782      1.1715      1.1574   1826.3110    282.5293    309.2555      1.5595      1.7004      0.9584 
     2.6500    750.0000      0.0000      1.0000    691.8397   3263.5539     19.0800      1.1716      1.1575   1826.6738    282.9216    309.5486      1.5613      1.7017      0.9586 
     2.6500    760.0000      0.0000      1.0000    691.8397   3264.5297     19.0817      1.1717      1.1576   1827.0313    283.3076    309.8372      1.5631      1.7029      0.9587 
     2.6500    770.0000      0.0000      1.0000    691.8397   3265.4906     19.0835      1.1717      1.1578   1827.3837    283.6872    310.1212      1.5649      1.7042      0.9588 
     2.6500    780.0000      0.0000      1.0000    691.8397   3266.4371     19.0852      1.1718      1.1579   1827.7312    284.0608    310.4008      1.5667      1.7054      0.9589 
     2.6500    790.0000      0.0000      1.0000    691.8397   3267.3695     19.0868      1.1719      1.1580   1828.0739    284.4284    310.6761      1.5684      1.7066      0.9590 
     2.6500    800.0000      0.0000      1.0000    691.8397   3268.2882     19.0885      1.1719      1.1581   1828.4118    284.7903    310.9473      1.5701      1.7078      0.9591 
     2.7000    150.0000      0.0000      1.0000    695.1982   3154.6287     19.0274      1.1640      1.1396   1780.1819    224.5010    268.3532      1.2768      1.5101      0.9453 
     2.7000    160.0000      0.0000      1.0000    695.1982   3160.7193     19.0382      1.1642      1.1401   1782.2384    227.4331    270.3435      1.2916      1.5197      0.9458 
     2.7000    170.0000      0.0000      1.0000    695.1982   3166.4158     19.0484      1.1644      1.1406   1784.1621    230.1376    272.1909      1.3051      1.5286      0.9463 
     2.7000    180.0000      0.0000      1.0000    695.1982   3171.7639     19.0580      1.1645      1.1411   1785.9684    232.6417    273.9098      1.3177      1.5369      0.9467 
     2.7000    190.0000      0.0000      1.0000    695.1982   3176.8020     19.0670      1.1647      1.1416   1787.6705    234.9701    275.5150      1.3293      1.5446      0.9471 
     2.7000    200.0000      0.0000      1.0000    695.1982   3181.5622     19.0755      1.1649      1.1420   1789.2793    237.1454    277.0211      1.3401      1.5518      0.9476 
     2.7000    210.0000      0.0000      1.0000    695.1982   3186.0724     19.0836      1.1650      1.1424   1790.8042    239.1840    278.4380      1.3502      1.5585      0.9479 
     2.7000    220.0000      0.0000      1.0000    695.1982   3190.3561     19.0913      1.1652      1.1428   1792.2531    241.1006    279.7745      1.3597      1.5649      0.9483 
     2.7000    230.0000      0.0000      1.0000    695.1982   3194.4338     19.0986      1.1653      1.1432   1793.6329    242.9079    281.0388      1.3686      1.5708      0.9487 
     2.7000    240.0000      0.0000      1.0000    695.1982   3198.3236     19.1056      1.1655      1.1436   1794.9499    244.6169    282.2381      1.3771      1.5765      0.9490 
     2.7000    250.0000      0.0000      1.0000    695.1982   3202.0411     19.1123      1.1656      1.1439   1796.2091    246.2368    283.3781      1.3850      1.5819      0.9494 
     2.7000    260.0000      0.0000      1.0000    695.1982   3205.6000     19.1187      1.1657      1.1443   1797.4153    247.7752    284.4635      1.3926      1.5870      0.9497 
     2.7000    270.0000      0.0000      1.0000    695.1982   3209.0126     19.1248      1.1658      1.1446   1798.5726    249.2402    285.4999      1.3998      1.5918      0.9500 
     2.7000    280.0000      0.0000      1.0000    695.1982   3212.2899     19.1307      1.1660      1.1449   1799.6846    250.6376    286.4910      1.4066      1.5964      0.9503 
     2.7000    290.0000      0.0000      1.0000    695.1982   3215.4415     19.1364      1.1661      1.1452   1800.7547    251.9728    287.4401      1.4131      1.6009      0.9506 
     2.7000    300.0000      0.0000      1.0000    695.1982   3218.4762     19.1419      1.1662      1.1455   1801.7857    253.2501    288.3499      1.4193      1.6051      0.9509 
     2.7000    310.0000      0.0000      1.0000    695.1982   3221.4018     19.1471      1.1663      1.1458   1802.7803    254.4738    289.2233      1.4253      1.6091      0.9511 
     2.7000    320.0000      0.0000      1.0000    695.1982   3224.2254     19.1522      1.1664      1.1461   1803.7409    255.6479    290.0628      1.4310      1.6130      0.9514 
     2.7000    330.0000      0.0000      1.0000    695.1982   3226.9535     19.1571      1.1666      1.1464   1804.6696    256.7769    290.8717      1.4364      1.6168      0.9516 
     2.7000    340.0000      0.0000      1.0000    695.1982   3229.5920     19.1619      1.1667      1.1466   1805.5685    257.8630    291.6514      1.4417      1.6204      0.9519 
     2.7000    350.0000      0.0000      1.0000    695.1982   3232.1462     19.1665      1.1668      1.1469   1806.4392    258.9092    292.4036      1.4467      1.6238      0.9521 
     2.7000    360.0000      0.0000      1.0000    695.1982   3234.6210     19.1710      1.1669      1.1472   1807.2834    259.9177    293.1299      1.4516      1.6272      0.9524 
     2.7000    370.0000      0.0000      1.0000    695.1982   3237.0208     19.1753      1.1670      1.1474   1808.1026    260.8911    293.8319      1.4563      1.6304      0.9526 
     2.7000    380.0000      0.0000      1.0000    695.1982   3239.3498     19.1795      1.1671      1.1476   1808.8983    261.8315    294.5112      1.4608      1.6335      0.9528 
     2.7000    390.0000      0.0000      1.0000    695.1982   3241.6117     19.1836      1.1672      1.1479   1809.6716    262.7410    295.1691      1.4652      1.6365      0.9530 
     2.7000    400.0000      0.0000      1.0000    695.1982   3243.8101     19.1876      1.1673      1.1481   1810.4238    263.6213    295.8068      1.4694      1.6394      0.9533 
     2.7000    410.0000      0.0000      1.0000    695.1982   3245.9483     19.1914      1.1674      1.1483   1811.1558    264.4741    296.4254      1.4735      1.6422      0.9535 
     2.7000    420.0000      0.0000      1.0000    695.1982   3248.0291     19.1952      1.1675      1.1485   1811.8688    265.3009    297.0259      1.4774      1.6450      0.9537 
     2.7000    430.0000      0.0000      1.0000    695.1982   3250.0554     19.1989      1.1676      1.1488   1812.5636    266.1035    297.6098      1.4813      1.6476      0.9539 
     2.7000    440.0000      0.0000      1.0000    695.1982   3252.0298     19.2024      1.1677      1.1490   1813.2411    266.8834    298.1779      1.4850      1.6502      0.9541 
     2.7000    450.0000      0.0000      1.0000    695.1982   3253.9547     19.2059      1.1677      1.1492   1813.9022    267.6411    298.7306      1.4886      1.6527      0.9542 
     2.7000    460.0000      0.0000      1.0000    695.1982   3255.8324     19.2093      1.1678      1.1494   1814.5475    268.3778    299.2686      1.4921      1.6552      0.9544 
     2.7000    470.0000      0.0000      1.0000    695.1982   3257.6648     19.2126      1.1679      1.1496   1815.1777    269.0944    299.7925      1.4955      1.6575      0.9546 
     2.7000    480.0000      0.0000      1.0000    695.1982   3259.4541     19.2159      1.1680      1.1498   1815.7936    269.7921    300.3031      1.4988      1.6598      0.9548 
     2.7000    490.0000      0.0000      1.0000    695.1982   3261.2021     19.2190      1.1681      1.1499   1816.3957    270.4716    300.8009      1.5020      1.6621      0.9550 
     2.7000    500.0000      0.0000      1.0000    695.1982   3262.9104     19.2221      1.1682      1.1501   1816.9847    271.1339    301.2866      1.5052      1.6643      0.9551 
     2.7000    510.0000      0.0000      1.0000    695.1982   3264.5808     19.2252      1.1683      1.1503   1817.5609    271.7797    301.7608      1.5082      1.6664      0.9553 
     2.7000    520.0000      0.0000      1.0000    695.1982   3266.2147     19.2281      1.1683      1.1505   1818.1251    272.4097    302.2238      1.5112      1.6685      0.9555 
     2.7000    530.0000      0.0000      1.0000    695.1982   3267.8136     19.2310      1.1684      1.1507   1818.6775    273.0245    302.6761      1.5141      1.6705      0.9556 
     2.7000    540.0000      0.0000      1.0000    695.1982   3269.3789     19.2339      1.1685      1.1508   1819.2188    273.6249    303.1181      1.5170      1.6725      0.9558 
     2.7000    550.0000      0.0000      1.0000    695.1982   3270.9117     19.2366      1.1686      1.1510   1819.7493    274.2114    303.5503      1.5197      1.6744      0.9559 
     2.7000    560.0000      0.0000      1.0000    695.1982   3272.4134     19.2394      1.1686      1.1512   1820.2694    274.7851    303.9735      1.5224      1.6763      0.9561 
     2.7000    570.0000      0.0000      1.0000    695.1982   3273.8852     19.2420      1.1687      1.1513   1820.7795    275.3460    304.3877      1.5251      1.6782      0.9562 
     2.7000    580.0000      0.0000      1.0000    695.1982   3275.3279     19.2447      1.1688      1.1515   1821.2800    275.8947    304.7933      1.5276      1.6800      0.9564 
     2.7000    590.0000      0.0000      1.0000    695.1982   3276.7428     19.2472      1.1689      1.1516   1821.7712    276.4316    305.1905      1.5302      1.6818      0.9565 
     2.7000    600.0000      0.0000      1.0000    695.1982   3278.1308     19.2497      1.1689      1.1518   1822.2534    276.9572    305.5796      1.5326      1.6835      0.9567 
     2.7000    610.0000      0.0000      1.0000    695.1982   3279.4927     19.2522      1.1690      1.1520   1822.7269    277.4719    305.9609      1.5350      1.6852      0.9568 
     2.7000    620.0000      0.0000      1.0000    695.1982   3280.8296     19.2546      1.1691      1.1521   1823.1921    277.9765    306.3351      1.5374      1.6868      0.9570 
     2.7000    630.0000      0.0000      1.0000    695.1982   3282.1422     19.2570      1.1691      1.1523   1823.6492    278.4710    306.7022      1.5397      1.6885      0.9571 
     2.7000    640.0000      0.0000      1.0000    695.1982   3283.4313     19.2594      1.1692      1.1524   1824.0984    278.9557    307.0622      1.5420      1.6901      0.9572 
     2.7000    650.0000      0.0000      1.0000    695.1982   3284.6977     19.2617      1.1693      1.1525   1824.5401    279.4311    307.4156      1.5442      1.6916      0.9574 
     2.7000    660.0000      0.0000      1.0000    695.1982   3285.9420     19.2639      1.1694      1.1527   1824.9745    279.8975    307.7625      1.5464      1.6932      0.9575 
     2.7000    670.0000      0.0000      1.0000    695.1982   3287.1651     19.2662      1.1694      1.1528   1825.4017    280.3550    308.1032      1.5485      1.6947      0.9576 
     2.7000    680.0000      0.0000      1.0000    695.1982   3288.3676     19.2683      1.1695      1.1530   1825.8221    280.8041    308.4377      1.5506      1.6962      0.9578 
     2.7000    690.0000      0.0000      1.0000    695.1982   3289.5500     19.2705      1.1695      1.1531   1826.2358    281.2449    308.7663      1.5527      1.6976      0.9579 
     2.7000    700.0000      0.0000      1.0000    695.1982   3290.7130     19.2726      1.1696      1.1532   1826.6430    281.6779    309.0892      1.5547      1.6990      0.9580 
     2.7000    710.0000      0.0000      1.0000    695.1982   3291.8571     19.2747      1.1697      1.1534   1827.0439    282.1031    309.4066      1.5567      1.7004      0.9581 
     2.7000    720.0000      0.0000      1.0000    695.1982   3292.9830     19.2767      1.1697      1.1535   1827.4387    282.5209    309.7186      1.5586      1.7018      0.9582 
     2.7000    730.0000      0.0000      1.0000    695.1982   3294.0911     19.2788      1.1698      1.1536   1827.8276    282.9315    310.0255      1.5605      1.7032      0.9584 
     2.7000    740.0000      0.0000      1.0000    695.1982   3295.1820     19.2807      1.1699      1.1537   1828.2107    283.3353    310.3275      1.5624      1.7045      0.9585 
     2.7000    750.0000      0.0000      1.0000    695.1982   3296.2561     19.2827      1.1699      1.1539   1828.5882    283.7325    310.6247      1.5642      1.7058      0.9586 
     2.7000    760.0000      0.0000      1.0000    695.1982   3297.3139     19.2846      1.1700      1.1540   1828.9603    284.1230    310.9172      1.5661      1.7071      0.9587 
     2.7000    770.0000      0.0000      1.0000    695.1982   3298.3558     19.2865      1.1700      1.1541   1829.3271    284.5073    311.2051      1.5678      1.7084      0.9588 
     2.7000    780.0000      0.0000      1.0000    695.1982   3299.3823     19.2884      1.1701      1.1542   1829.6887    284.8853    311.4885      1.5696      1.7096      0.9589 
     2.7000    790.0000      0.0000      1.0000    695.1982   3300.3938     19.2902      1.1702      1.1543   1830.0453    285.2574    311.7676      1.5713      1.7108      0.9590 
     2.7000    800.0000      0.0000      1.0000    695.1982   3301.3907     19.2921      1.1702      1.1545   1830.3970    285.6237    312.0426      1.5730      1.7120      0.9591 
     2.7500    150.0000      0.0000      1.0000    698.4986   3175.7861     19.2058      1.1640      1.1369   1779.7040    224.5873    268.6898      1.2777      1.5124      0.9453 
     2.7500    160.0000      0.0000      1.0000    698.4986   3182.1757     19.2174      1.1641      1.1374   1781.8238    227.5431    270.7116      1.2926      1.5222      0.9458 
     2.7500    170.0000      0.0000      1.0000    698.4986   3188.1567     19.2282      1.1643      1.1379   1783.8076    230.2702    272.5881      1.3062      1.5312      0.9463 
     2.7500    180.0000      0.0000      1.0000    698.4986   3193.7762     19.2384      1.1644      1.1384   1785.6711    232.7957    274.3340      1.3188      1.5395      0.9467 
     2.7500    190.0000      0.0000      1.0000    698.4986   3199.0739     19.2480      1.1645      1.1388   1787.4277    235.1448    275.9647      1.3305      1.5473      0.9472 
     2.7500    200.0000      0.0000      1.0000    698.4986   3204.0831     19.2570      1.1646      1.1392   1789.0885    237.3404    277.4951      1.3414      1.5546      0.9476 
     2.7500    210.0000      0.0000      1.0000    698.4986   3208.8324     19.2656      1.1647      1.1396   1790.6631    239.3983    278.9344      1.3516      1.5614      0.9480 
     2.7500    220.0000      0.0000      1.0000    698.4986   3213.3463     19.2738      1.1649      1.1400   1792.1598    241.3334    280.2924      1.3612      1.5679      0.9483 
     2.7500    230.0000      0.0000      1.0000    698.4986   3217.6459     19.2816      1.1650      1.1404   1793.5856    243.1585    281.5768      1.3702      1.5739      0.9487 
     2.7500    240.0000      0.0000      1.0000    698.4986   3221.7499     19.2891      1.1651      1.1407   1794.9467    244.8850    282.7954      1.3787      1.5796      0.9490 
     2.7500    250.0000      0.0000      1.0000    698.4986   3225.6743     19.2962      1.1652      1.1410   1796.2484    246.5213    283.9534      1.3867      1.5851      0.9494 
     2.7500    260.0000      0.0000      1.0000    698.4986   3229.4337     19.3031      1.1653      1.1414   1797.4957    248.0757    285.0559      1.3943      1.5902      0.9497 
     2.7500    270.0000      0.0000      1.0000    698.4986   3233.0405     19.3096      1.1654      1.1417   1798.6926    249.5565    286.1091      1.4015      1.5951      0.9500 
     2.7500    280.0000      0.0000      1.0000    698.4986   3236.5061     19.3159      1.1655      1.1420   1799.8430    250.9690    287.1159      1.4084      1.5998      0.9503 
     2.7500    290.0000      0.0000      1.0000    698.4986   3239.8407     19.3220      1.1656      1.1423   1800.9502    252.3185    288.0798      1.4150      1.6043      0.9506 
     2.7500    300.0000      0.0000      1.0000    698.4986   3243.0532     19.3279      1.1657      1.1426   1802.0172    253.6097    289.0038      1.4212      1.6086      0.9509 
     2.7500    310.0000      0.0000      1.0000    698.4986   3246.1518     19.3335      1.1658      1.1428   1803.0467    254.8467    289.8906      1.4272      1.6127      0.9511 
     2.7500    320.0000      0.0000      1.0000    698.4986   3249.1439     19.3390      1.1659      1.1431   1804.0412    256.0341    290.7434      1.4330      1.6166      0.9514 
     2.7500    330.0000      0.0000      1.0000    698.4986   3252.0362     19.3443      1.1659      1.1434   1805.0029    257.1756    291.5647      1.4385      1.6204      0.9517 
     2.7500    340.0000      0.0000      1.0000    698.4986   3254.8347     19.3494      1.1660      1.1436   1805.9337    258.2740    292.3564      1.4438      1.6240      0.9519 
     2.7500    350.0000      0.0000      1.0000    698.4986   3257.5451     19.3543      1.1661      1.1439   1806.8356    259.3319    293.1200      1.4489      1.6275      0.9522 
     2.7500    360.0000      0.0000      1.0000    698.4986   3260.1723     19.3591      1.1662      1.1441   1807.7102    260.3518    293.8573      1.4538      1.6309      0.9524 
     2.7500    370.0000      0.0000      1.0000    698.4986   3262.7211     19.3638      1.1663      1.1443   1808.5590    261.3362    294.5699      1.4585      1.6341      0.9526 
     2.7500    380.0000      0.0000      1.0000    698.4986   3265.1958     19.3683      1.1664      1.1446   1809.3835    262.2875    295.2595      1.4630      1.6372      0.9528 
     2.7500    390.0000      0.0000      1.0000    698.4986   3267.6003     19.3727      1.1664      1.1448   1810.1849    263.2074    295.9273      1.4674      1.6403      0.9531 
     2.7500    400.0000      0.0000      1.0000    698.4986   3269.9381     19.3770      1.1665      1.1450   1810.9645    264.0979    296.5746      1.4717      1.6432      0.9533 
     2.7500    410.0000      0.0000      1.0000    698.4986   3272.2128     19.3811      1.1666      1.1452   1811.7234    264.9606    297.2024      1.4758      1.6461      0.9535 
     2.7500    420.0000      0.0000      1.0000    698.4986   3274.4274     19.3852      1.1667      1.1454   1812.4626    265.7971    297.8120      1.4798      1.6488      0.9537 
     2.7500    430.0000      0.0000      1.0000    698.4986   3276.5848     19.3891      1.1668      1.1456   1813.1830    266.6095    298.4049      1.4837      1.6515      0.9539 
     2.7500    440.0000      0.0000      1.0000    698.4986   3278.6877     19.3930      1.1668      1.1458   1813.8856    267.3985    298.9814      1.4874      1.6541      0.9541 
     2.7500    450.0000      0.0000      1.0000    698.4986   3280.7387     19.3967      1.1669      1.1460   1814.5712    268.1651    299.5422      1.4910      1.6566      0.9543 
     2.7500    460.0000      0.0000      1.0000    698.4986   3282.7400     19.4004      1.1670      1.1462   1815.2405    268.9104    300.0881      1.4946      1.6591      0.9545 
